firstname,lastname,email,username,password,profile_picture,dob,number,role,bio,major,minor,school
Reuben,Palmer,Reuben.Palmer@yahoo.com,Reuben.Palmer,pbkdf2:sha512:150000$8tSPXlHe2I$b7a37030f9889908a8fc43b7a143dfb804f269b20f7ee3a359aa6bb9c8fef7008cfe59d56749804a874fec6ba461664d1bb47afc7160c06476cb4a5806c08848,default.png,06/23/1999,876-360-5334,student,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Do you come here often? He looked inquisitively at his keyboard and wrote another sentence. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",Information Technology,Systems & Network Administration,Mico University College
Chae,Burt,Chae.Burt@gmail.com,Chae.Burt,pbkdf2:sha512:150000$GOgfNEcuCg$6943e90494ae49dee2596ec445aff27a1b945529aae5a7a8d582a6918068720616de60700a2fc870b702017321aa3a8c65fd6a2a0ffb8b9bfce5fc94a0625500,default.png,05/13/1994,876-546-1102,student,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Its main implementation is the Glasgow Haskell Compiler. Any element of a tuple can be accessed in constant time.",Computer Engineering,Computer Science,University of the Commonwealth Caribbean
Denny,Carver,Denny.Carver@gmail.com,Denny.Carver,pbkdf2:sha512:150000$oXpzl9OoiS$1ac691602b0d54d73b6b3e44b376db5c20737d229557e1a956dc35eab8d5019c02c046c74d090c99b563fa025669486818ea43d244f82983c4c5205868bbead8,default.png,04/01/2004,876-421-1051,student,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. I don't even care.",Computer Science,Computer Science,University of the Commonwealth Caribbean
Micah,Francis,Micah.Francis@outlook.com,Micah.Francis,pbkdf2:sha512:150000$QhwBDly2dL$32100230be101604f79795b228b7b371728d4c200e9fe4c83246de3cc05cc558303b3451547aa5a0a4d9a5380bcc412e8bedf40e4fb9c7fb7a3a3b3c72f6cdab,default.png,09/20/1998,876-067-2593,student,Atoms are used within a program to denote distinguished values. Haskell features a type system with type inference and lazy evaluation. Tuples are containers for a fixed number of Erlang data types. Haskell features a type system with type inference and lazy evaluation.,Computer Science,Systems & Network Administration,Mico University College
Clarine,Landry,Clarine.Landry@outlook.com,Clarine.Landry,pbkdf2:sha512:150000$HmUa2KTsTU$c13c1084738424ad9632d6dc013ddc09e5d2b6c05775fbb34b5b5d314ccf9f1dc71320549c5f08c6eae9fb7fb060c6acc0a9220b8293f1ce4ed13ab401aae877,default.png,12/27/1996,876-241-3552,student,"It is also a garbage-collected runtime system. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Any element of a tuple can be accessed in constant time. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Information Systems,Cybersecurity,Shortwood Teachers College
Lindsey,Bender,Lindsey.Bender@outlook.com,Lindsey.Bender,pbkdf2:sha512:150000$7zwDQ6QD8R$0a9b398f54974816b1a56a6bbb08165af625865dcd731d3293380be77d29d0c809fda73e031d2c6f9bb76881bf3588fb63c58a1cbb7b677857c61252dc6e10fb,default.png,06/08/1995,876-644-9694,student,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",Information Science,Information Technology,Northern Caribbean University
Shelton,Mayer,Shelton.Mayer@yahoo.com,Shelton.Mayer,pbkdf2:sha512:150000$RTVInwV0ih$c2e47a8989b073f861463df9c8c7ccd6f0a45328206bf60c6154a8ed47faa95dffbcf4ac34f91ce3e8ad9e3e0f5f12611fa2577715d7399ddd471230f58f3dc7,default.png,11/04/1994,876-470-8454,student,"Its main implementation is the Glasgow Haskell Compiler. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. Type classes first appeared in the Haskell programming language. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Information Science,Computer Engineering,University of the West Indies
John,George,John.George@gmail.com,John.George,pbkdf2:sha512:150000$eCzSoQY8z4$681a6fde5549f8bd75b6e1eeb16c5782304b9dc18ae01a089fc0452c5d0e636602e7a83e98632acc728b07288f275d11d0b5748dddf92850435026efa6acf882,default.png,07/03/1994,876-242-9744,student,"Where are my pants? She spent her earliest years reading classic literature, and writing poetry. Tuples are containers for a fixed number of Erlang data types. The arguments can be primitive data types or compound data types.",Systems & Network Administration,Computer Science,Mico University College
Rochel,Mcintyre,Rochel.Mcintyre@yahoo.com,Rochel.Mcintyre,pbkdf2:sha512:150000$k9hd8QW98Z$4311d78d4c73a5061ed034eedbbc6ab6a171f42acc1f47b5c17a187d8f9e3b476ed7545f8ce4caaac98b50623b1987cd2365212c3d8b5241a2e767b30e80d8c5,default.png,12/16/1997,876-621-0759,student,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Tuples are containers for a fixed number of Erlang data types. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Make me a sandwich.",Systems & Network Administration,Computer Science,University of the West Indies
Shila,Cline,Shila.Cline@gmail.com,Shila.Cline,pbkdf2:sha512:150000$ZtFbk2lGre$e025165deec91354c11afeeca856ec164b6d07034f5cb22e6bb8f195fc85d7c2b08035b16cc6c54c3d19917f14091f445e8c58393b1e4abe89fc512e531c2c80,default.png,06/10/2003,876-066-6019,student,"Make me a sandwich. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Haskell features a type system with type inference and lazy evaluation. Haskell features a type system with type inference and lazy evaluation.",Information Science,Information Technology,University of Technology
Grady,Meadows,Grady.Meadows@yahoo.com,Grady.Meadows,pbkdf2:sha512:150000$xvmLYPNQTZ$add87557e39a58d22523f614334bc2ce84fd95d84c1621923e45e4ac27974a7ad4b9df5eae67e7d904749dfc5fd34e4cd8934819a3edd5007ad9212555d37ee9,default.png,02/02/2001,876-161-8321,student,Type classes first appeared in the Haskell programming language. Tuples are containers for a fixed number of Erlang data types. Erlang is known for its designs that are well suited for systems. Ports are used to communicate with the external world.,Information Science,Cybersecurity,University of the West Indies
Nisha,Rojas,Nisha.Rojas@outlook.com,Nisha.Rojas,pbkdf2:sha512:150000$5II7zyJ4bL$faf4a79cb36fd4deb03833914aac6ce46a1b7ec958bd2beb3f957488b3f974769f47d83526728bc2f50cd136fe672acc28766d7299415d2561c54d8553012e66,default.png,07/02/2002,876-058-2383,student,"Ports are created with the built-in function open_port. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Where are my pants? They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",Information Science,Computer Science,Shortwood Teachers College
Carisa,Cooley,Carisa.Cooley@yahoo.com,Carisa.Cooley,pbkdf2:sha512:150000$NqTUtilt5i$b068701cffb22c14a0161fdeda0b0fd5958eda2ef9a931aedb4f4770ed602078ac8415c06a1a86b70a1e112313e4b20aab9d5a770960dc42ab71631335edf56b,default.png,07/21/2003,876-849-1934,student,"Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. Erlang is a general-purpose, concurrent, functional programming language. She spent her earliest years reading classic literature, and writing poetry. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",Information Science,Systems & Network Administration,University of the Commonwealth Caribbean
Cristen,Howard,Cristen.Howard@yahoo.com,Cristen.Howard,pbkdf2:sha512:150000$VK7j2fV4ZQ$2e3aa49f86a7ea22db234be4ffb0a862e9da095c29bb6597eb0f2d2015fe4ff76f1e34b5d69ba2d18e20459fa9675106d257e963d1672f5db0df78712e67259a,default.png,11/29/1999,876-217-8743,student,Ports are created with the built-in function open_port. Type classes first appeared in the Haskell programming language. Ports are used to communicate with the external world. It is also a garbage-collected runtime system.,Information Systems,Information Systems,Northern Caribbean University
Dagny,Dejesus,Dagny.Dejesus@outlook.com,Dagny.Dejesus,pbkdf2:sha512:150000$pGMidCP9ir$648efdae3aa92079d1b5b5fd3b8e53056e82c139e482dad2b2b616f5152224fc297f6567319e3f8f0fefbb3d1f3fcc0a26879819365b5d4e547c255174b6490b,default.png,06/24/1999,876-510-9015,student,"Make me a sandwich. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Atoms are used within a program to denote distinguished values. Erlang is known for its designs that are well suited for systems.",Information Technology,Computer Engineering,University of the West Indies
Oren,Ellison,Oren.Ellison@gmail.com,Oren.Ellison,pbkdf2:sha512:150000$BHhDep6nfF$d6913c335f8252b985124a1158e6ee5b0739314f70cbf5e5f5b0b9fba7067a17ccac83cd307c57ca5835767a1aff81d2c7d55e702082e740485ff0e601444892,default.png,07/02/2000,876-512-7754,student,The arguments can be primitive data types or compound data types. Atoms are used within a program to denote distinguished values. Type classes first appeared in the Haskell programming language. Do you have any idea why this is not working?,Information Systems,Information Systems,University of the West Indies
Stefan,Lee,Stefan.Lee@outlook.com,Stefan.Lee,pbkdf2:sha512:150000$ZtPOebGYSo$6bdd22c813875eb74ff1f5b0916b9ff10e1ec5b8a314469b9ec69d6de54c30352a77581b3242fbc2536139bdd20a66e287f9c1da8b0fab7295511ca4ffae71a1,default.png,03/23/2003,876-882-7248,student,"In 1989 the building was heavily damaged by fire, but it has since been restored. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. The arguments can be primitive data types or compound data types. Do you have any idea why this is not working?",Computer Engineering,Information Systems,University of the West Indies
Cyndy,Coffey,Cyndy.Coffey@gmail.com,Cyndy.Coffey,pbkdf2:sha512:150000$nComMBFCci$9f55712aff79a7b10921786df819e74844d99be1f4341457502c72ddc62e3ec34cf34406d63f64f024b574174a4cecba7fd8503646899e60909a882a6bd5d2d0,default.png,11/10/1994,876-329-0285,student,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Tuples are containers for a fixed number of Erlang data types. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Its main implementation is the Glasgow Haskell Compiler.",Information Technology,Computer Engineering,University of the Commonwealth Caribbean
Javier,Doyle,Javier.Doyle@outlook.com,Javier.Doyle,pbkdf2:sha512:150000$nneIYxSERX$c104894dfdb34a5cd3417e0abf7aef1bd914921bc0139beb0a3382371fe1b52192cfb0c75d801c2dbe8f73264469f6f0606de619dbb43f50c7a2d9b3c0846be2,default.png,05/28/1996,876-288-5212,student,The arguments can be primitive data types or compound data types. Ports are created with the built-in function open_port. The arguments can be primitive data types or compound data types. Do you come here often?,Information Science,Information Technology,University of the Commonwealth Caribbean
Lacy,Hickman,Lacy.Hickman@gmail.com,Lacy.Hickman,pbkdf2:sha512:150000$1sciakWG4Q$cd1ee850bde66942d256e99595a3c71d3f36c383824c23af6fab4347e253f21d3d1c18ea40f946f38a7d3b76a3573d680a4a57d19d786ce38c7e08890269826d,default.png,05/24/2002,876-899-9947,student,"Ports are used to communicate with the external world. Haskell features a type system with type inference and lazy evaluation. He looked inquisitively at his keyboard and wrote another sentence. She spent her earliest years reading classic literature, and writing poetry.",Computer Engineering,Cybersecurity,Northern Caribbean University
Emory,Calderon,Emory.Calderon@yahoo.com,Emory.Calderon,pbkdf2:sha512:150000$OCOSjfOjzg$4707b269950a99ca7ec4dd3f0a95c65d6f334dd512d022c00247abbf600390008b54a2a5888a1597f2f76606256c1d6c3f8cb0e9a52250926e8558eba33c107e,default.png,01/19/1998,876-493-1716,student,"Ports are used to communicate with the external world. In 1989 the building was heavily damaged by fire, but it has since been restored. Ports are used to communicate with the external world. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Systems & Network Administration,Systems & Network Administration,University of Technology
Wade,Huber,Wade.Huber@gmail.com,Wade.Huber,pbkdf2:sha512:150000$f8m3HPL0k7$295f688870f479cc9e86c49c318856bfe91b6a36d7baecca58b8eb60d9481073ee488079f5fb6eba7c63c5c3ca03ab1e8eb91370bf1581f16b4f1eebaf8e0a47,default.png,09/16/1997,876-150-8442,student,"Erlang is known for its designs that are well suited for systems. Haskell features a type system with type inference and lazy evaluation. She spent her earliest years reading classic literature, and writing poetry. Type classes first appeared in the Haskell programming language.",Cybersecurity,Cybersecurity,St.Joseph Teachers College
Ambrose,Clark,Ambrose.Clark@gmail.com,Ambrose.Clark,pbkdf2:sha512:150000$v77rkG1cGF$452155368ff1c914dd6370cf293f1139f00432191a4c4421909361a355e3fd4588238a97fc57caa5f42d2dd476b531c62ead26e1392c99fbfc1862fed2ca0dce,default.png,07/23/2002,876-575-4261,student,"Where are my pants? Erlang is known for its designs that are well suited for systems. Any element of a tuple can be accessed in constant time. In 1989 the building was heavily damaged by fire, but it has since been restored.",Information Systems,Systems & Network Administration,University of the West Indies
Brendan,Mcguire,Brendan.Mcguire@outlook.com,Brendan.Mcguire,pbkdf2:sha512:150000$Ql1Porxu1a$3781e261554f1c18aea87809d234c2bdc7c8e3342a099fef0642b1103de78887923b2aacc7c256ca648da7c0d33a65232c71754ac6ea31498fd9cc26993f612a,default.png,08/09/1997,876-301-8164,student,"She spent her earliest years reading classic literature, and writing poetry. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Erlang is known for its designs that are well suited for systems. Do you have any idea why this is not working?",Information Systems,Systems & Network Administration,St.Joseph Teachers College
