company_name,email,password,profile_picture,comp_desc,tel_num,role
Aloha Airlines,Aloha_Airlines.@mil.jm,pbkdf2:sha512:150000$AMn27CWgUe$0f962c818d8da6c6e8903ec940e621439cdab7f9eaa01f39a3a8963a9f31ca2c5cfd3ac1dba1ca2fee6a57b4a1c62239efaaf4055e387c9c5cf20edf5b7e7f70,default.png,"At Aloha AirlinesProfessional Limited Liability CompanyMessages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" I don't even care. Atoms are used within a program to denote distinguished values. They are written as strings of consecutive alphanumeric characters, the first character being lowercase. Make me a sandwich. In 1989 the building was heavily damaged by fire, but it has since been restored. She spent her earliest years reading classic literature, and writing poetry.",876-338-9104,company
Chicago Bridge & Iron Company,Chicago_Bridge_&_Iron_Company.@net.jm,pbkdf2:sha512:150000$hxFzJJTFi8$1b91702dc9730e0771db75d4c79aa1bdace412a884bf4a85bc4f59d685b7a0d912b74b5f644e6a936ea2f76370c48a06848489db9f31680c1a94e06f9ccc24b1,default.png,"At Chicago Bridge & Iron CompanyProfessional Limited Liability CompanyThe arguments can be primitive data types or compound data types. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Atoms are used within a program to denote distinguished values. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Erlang is known for its designs that are well suited for systems. Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",876-637-9768,company
Lazysize,Lazysize.@mil.jm,pbkdf2:sha512:150000$FjXW7nsi0p$b6aef5ed0e09a577a1c61ae3dfa594dd436e3b400a27b503310ca35b4c031262d29a7e407718ea12dc49a978e1a7835010edca32e9695fb850e6a7dd4c70d12a,default.png,At LazysizeLimited Liability CompanyDo you come here often? Do you have any idea why this is not working? He looked inquisitively at his keyboard and wrote another sentence. Atoms are used within a program to denote distinguished values. Atoms are used within a program to denote distinguished values. Do you have any idea why this is not working? Tuples are containers for a fixed number of Erlang data types.,876-332-8965,company
"Sterling Ledet & Associates, Inc.","Sterling_Ledet_&_Associates,_Inc..@org.jm",pbkdf2:sha512:150000$gFenuWI5eG$5bbc8dffae6b3bcd03a3faaf5d15104f30607a3b3d9659ab9e6b7a129e888d260314273931d9a9ba08c407602c7cb9bbb851b2cb9b630d8123ceedc9e80f6d55,default.png,"At Sterling Ledet & Associates, Inc.Limited Liability PartnershipMake me a sandwich. Tuples are containers for a fixed number of Erlang data types. Where are my pants? Its main implementation is the Glasgow Haskell Compiler. Haskell features a type system with type inference and lazy evaluation. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. Its main implementation is the Glasgow Haskell Compiler.",876-230-4505,company
OpenMarket Inc.,OpenMarket_Inc..@com.jm,pbkdf2:sha512:150000$EUh8vTBv6S$66dc310e279c7e3a06b7d2a85a06510ff7b2e7e6a17fbf5019c0abbcb3dc77bd480f626432e047d4b8ce32a1eda581b60d3134f6c86e790e6b2c97e34b75082b,default.png,"At OpenMarket Inc.Professional Limited Liability CompanyMake me a sandwich. Type classes first appeared in the Haskell programming language. Erlang is known for its designs that are well suited for systems. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Type classes first appeared in the Haskell programming language. Haskell features a type system with type inference and lazy evaluation. Any element of a tuple can be accessed in constant time.",876-302-4665,company
Lennox International,Lennox_International.@edu.jm,pbkdf2:sha512:150000$t1fEWcGGMt$e54499ed4411ab968a12794920f90cf2478265c8a7b283f2fa9ab850e4fa93e40b08bffc69b6d110d5881ba0b42849655e9c803c23c9116276b4b5f39049ac0f,default.png,"At Lennox InternationalLimited PartnershipTuples are containers for a fixed number of Erlang data types. He looked inquisitively at his keyboard and wrote another sentence. In 1989 the building was heavily damaged by fire, but it has since been restored. Erlang is a general-purpose, concurrent, functional programming language. In 1989 the building was heavily damaged by fire, but it has since been restored. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",876-492-7768,company
Happy Family,Happy_Family.@net.jm,pbkdf2:sha512:150000$LfPMkrn4OJ$cd370ee833e42fe409c2ccabfe68085a1f66fb13ff792d6d9c95dfcfecbb562d64c8efc64794c52aea50930c2e9c855af16e79a0012322e146d388f25c4edc47,default.png,"At Happy FamilyLimited Liability Limited PartnershipThey are written as strings of consecutive alphanumeric characters, the first character being lowercase. Any element of a tuple can be accessed in constant time. He looked inquisitively at his keyboard and wrote another sentence. I don't even care. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. I don't even care. Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.",876-257-1167,company
The Fox and Hound,The_Fox_and_Hound.@gov.jm,pbkdf2:sha512:150000$XNgWkDxt03$6462a3e7658bc79f70cc46f1f9e2176b831d2579279f13372cb72805022b86e15ea15667d8e88998a5365ae6f877e930db7ff9b28e69d070df9ec6a6acc20292,default.png,"At The Fox and HoundProfessional corporationWhere are my pants? Its main implementation is the Glasgow Haskell Compiler. I don't even care. Do you have any idea why this is not working? Atoms are used within a program to denote distinguished values. Ports are used to communicate with the external world. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",876-778-8871,company
Vulcan Corporation,Vulcan_Corporation.@mil.jm,pbkdf2:sha512:150000$zRJMtIvyYP$68322afc2318c327c5b24bd85a53fa5cf22892204a70d80b2a1ee6c02c8f823ef3fef8950c5600fdde569daad82fe6295533bf2d1b00558f23d4180835ab78e3,default.png,"At Vulcan CorporationProfessional corporationIn 1989 the building was heavily damaged by fire, but it has since been restored. Any element of a tuple can be accessed in constant time. Do you come here often? Make me a sandwich. Haskell features a type system with type inference and lazy evaluation. Tuples are containers for a fixed number of Erlang data types. I don't even care.",876-079-1780,company
Orion,Orion.@net.jm,pbkdf2:sha512:150000$azyxdBhe5T$8593103703e7ba72f55f17b0b3108c27ec8d3c0b920138337140f58b181cc445274dfc14c6061844a34c804037b8e67835812ec899d4d5c6fec7729905846092,default.png,"At OrionProfessional Limited Liability CompanyAny element of a tuple can be accessed in constant time. Do you come here often? Do you come here often? The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Make me a sandwich. Erlang is known for its designs that are well suited for systems.",876-791-0944,company
Vertex Pharmaceuticals,Vertex_Pharmaceuticals.@net.jm,pbkdf2:sha512:150000$ISJP47z0GR$da2d4fa16e222a3dfa48fa0fef7a496f9e3dce5224280d1954de031f089432aa50d6aacbf2ad478a57aab56638a9fe740b7c68d1f8de36725ecc84098d8df80e,default.png,"At Vertex PharmaceuticalsLimited PartnershipWhere are my pants? He looked inquisitively at his keyboard and wrote another sentence. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. Where are my pants? Atoms are used within a program to denote distinguished values. Atoms are used within a program to denote distinguished values. They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",876-455-7656,company
"Staples, Inc.","Staples,_Inc..@mil.jm",pbkdf2:sha512:150000$arplTlVf7Z$480b78d14ce7891a7ef3708dc08a4e8f177a1f953c18a1ccb57bbe0383e756febf1f6240613a2572c844832293473151be315d1b00bbbb866fa8ec80e1939f36,default.png,"At Staples, Inc.Professional Limited Liability CompanyMessages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing. The arguments can be primitive data types or compound data types. Make me a sandwich. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. She spent her earliest years reading classic literature, and writing poetry. Erlang is known for its designs that are well suited for systems.",876-979-2045,company
Monlinks,Monlinks.@edu.jm,pbkdf2:sha512:150000$4OrFV9Ss3N$15b99f7fb434edbf13ddfae364e0bc3308b06ae9308313a9f38536a5885f3ccfd7cbd9af05a0487a86d7c11a636413f3d52295a98169a414d8890ec96544338c,default.png,"At MonlinksCorporationPorts are created with the built-in function open_port. The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing. The arguments can be primitive data types or compound data types. Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol."" Atoms are used within a program to denote distinguished values. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",876-357-2515,company
Plan Smart Partner,Plan_Smart_Partner.@net.jm,pbkdf2:sha512:150000$wPqnUrduG9$aa20d59211ff243fcc9e841e401060b4c0a4ab56fe80ca8da9da4c37155abc439a4dc7b2f06f3ea635b981dc47b98b3d9a36bcbc17e7d0f7fc99f5a8b4d02868,default.png,"At Plan Smart PartnerLimited Liability Limited PartnershipThe syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Erlang is known for its designs that are well suited for systems. Erlang is a general-purpose, concurrent, functional programming language. Atoms are used within a program to denote distinguished values. He looked inquisitively at his keyboard and wrote another sentence. Type classes first appeared in the Haskell programming language. The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",876-012-5376,company
One-Up Realtors,One-Up_Realtors.@org.jm,pbkdf2:sha512:150000$xsnD5dsy49$5ed852f8c7e336c7dd55d141d160740db97704dbdd178e4e2e9ee007f2f005d07d489b71d0c035abe685b1eac91cdd3baf00c7abfb1e4e3033a616ada4a551b7,default.png,"At One-Up RealtorsCorporationWhere are my pants? Do you come here often? Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom. He looked inquisitively at his keyboard and wrote another sentence. The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn. Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s. Haskell features a type system with type inference and lazy evaluation.",876-362-7775,company
